runtime: 6.76
runtime: 0.00
(32, 32)  3   db2 error 6.161e-11 True
         1033043 function calls (1021110 primitive calls) in 15.470 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    1.013    0.338 matmul_transform_2d.py:193(construct_a_2d)
        1    0.000    0.000    0.000    0.000 _color_data.py:995(<dictcomp>)
       40    0.000    0.000    0.000    0.000 __init__.py:1272(getLogger)
       12    0.000    0.000    0.001    0.000 __init__.py:1852(_define_aliases)
     1209    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       42    0.000    0.000    0.000    0.000 typing.py:586(__init__)
       64    0.000    0.000    0.002    0.000 rcsetup.py:106(<listcomp>)
      748    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.005    0.005 cm.py:53(_gen_cmap_registry)
      806    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:397(has_location)
      612    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
       35    0.000    0.000    0.000    0.000 enum.py:510(_find_new_)
        1    0.000    0.000    0.003    0.003 mathtext.py:2845(<listcomp>)
      376    0.000    0.000    0.035    0.000 __init__.py:686(__getitem__)
       84    0.000    0.000    0.001    0.000 deprecation.py:222(finalize)
      274    0.000    0.000    0.000    0.000 function_base.py:419(_needs_add_docstring)
       10    0.000    0.000    0.001    0.000 pyparsing.py:3140(__init__)
       97    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(concatenate)
     1310    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
      410    0.000    0.000    0.000    0.000 copyreg.py:90(__newobj__)
     1024    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      190    0.000    0.000    0.000    0.000 pyplot.py:82(_copy_docstring_and_deprecators)
       96    0.000    0.000    0.003    0.000 <__array_function__ internals>:2(stack)
      384    0.000    0.000    0.000    0.000 function_base.py:244(iterable)
      424    0.000    0.000    0.001    0.000 typing.py:358(<genexpr>)
      166    0.000    0.000    0.000    0.000 colors.py:521(__init__)
      126    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
      349    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
   114/56    0.000    0.000    0.002    0.000 pyparsing.py:3968(copy)
       87    0.000    0.000    0.000    0.000 enum.py:489(_find_data_type)
        1    0.000    0.000    0.018    0.018 rcsetup.py:1(<module>)
      207    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
       83    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
       29    0.000    0.000    0.000    0.000 pathlib.py:654(_parse_args)
        1    0.000    0.000    0.020    0.020 _jit_internal.py:1(<module>)
     1920    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
      536    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
      226    0.000    0.000    0.000    0.000 rcsetup.py:150(validate_bool)
      135    0.000    0.000    0.000    0.000 pyplot.py:1884(<genexpr>)
       96    0.000    0.000    0.001    0.000 shape_base.py:421(<listcomp>)
       30    0.000    0.000    0.001    0.000 _collections_abc.py:824(update)
       36    0.000    0.000    0.000    0.000 pyparsing.py:2870(__init__)
     56/9    0.000    0.000    0.002    0.000 pyparsing.py:3897(leaveWhitespace)
     33/5    0.000    0.000    0.000    0.000 pyparsing.py:3928(streamline)
       30    0.000    0.000    0.000    0.000 inspect.py:3045(__str__)
      216    0.000    0.000    0.001    0.000 sre_parse.py:96(closegroup)
      953    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
      277    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
        1    0.000    0.000    0.001    0.001 tokenize.py:1(<module>)
       73    0.000    0.000    0.000    0.000 rcsetup.py:90(<listcomp>)
        1    0.000    0.000    0.001    0.001 getlimits.py:94(_register_known_types)
      130    0.000    0.000    0.000    0.000 codecs.py:319(decode)
      432    0.000    0.000    0.000    0.000 colors.py:224(<genexpr>)
       60    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
       40    0.000    0.000    0.000    0.000 __init__.py:1323(_fixupParents)
      597    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       40    0.000    0.000    0.000    0.000 colors.py:889(__init__)
       40    0.000    0.000    0.000    0.000 _inspect.py:140(formatargspec)
        1    0.000    0.000    0.005    0.005 _script.py:1(<module>)
      150    0.000    0.000    0.000    0.000 typing.py:206(_check_generic)
       23    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
       96    0.000    0.000    0.000    0.000 shape_base.py:425(<setcomp>)
        2    0.000    0.000    0.002    0.001 function_base.py:1(<module>)
      263    0.000    0.000    0.000    0.000 pyparsing.py:545(__new__)
      316    0.000    0.000    0.000    0.000 overrides.py:124(array_function_dispatch)
       96    0.000    0.000    0.000    0.000 shape_base.py:433(<listcomp>)
      137    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       81    0.000    0.000    0.003    0.000 docstring.py:77(dedent_interpd)
        9    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
       11    0.000    0.000    0.000    0.000 _typing.py:282(__getitem__)
      274    0.000    0.000    0.000    0.000 function_base.py:437(_add_docstring)
    66/56    0.000    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:1107(exec_module)
     1790    0.000    0.000    0.000    0.000 __init__.py:785(<lambda>)
      768    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       36    0.000    0.000    0.000    0.000 inspect.py:1800(_signature_bound_method)
       52    0.000    0.000    0.000    0.000 core.py:895(__init__)
      312    0.000    0.000    0.001    0.000 typing.py:685(<genexpr>)
      734    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:964(get_filename)
        1    0.000    0.000    0.000    0.000 process.py:10(<module>)
      100    0.000    0.000    0.001    0.000 inspect.py:2853(replace)
       87    0.000    0.000    0.000    0.000 enum.py:478(_get_mixins_)
      855    0.000    0.000    0.000    0.000 inspect.py:2845(parameters)
     1065    0.000    0.000    0.000    0.000 _builtins.py:125(_is_special_functional_bound_op)
      480    0.000    0.000    0.000    0.000 artist.py:1371(<genexpr>)
        1    0.000    0.000    0.003    0.003 defchararray.py:1(<module>)
      202    0.000    0.000    0.001    0.000 traceback.py:285(line)
        1    0.000    0.000    0.023    0.023 text.py:1(<module>)
       27    0.000    0.000    0.000    0.000 pathlib.py:528(_select_from)
      257    0.000    0.000    0.001    0.000 _asarray.py:86(asanyarray)
      104    0.000    0.000    0.000    0.000 TiffTags.py:26(__new__)
       54    0.000    0.000    0.000    0.000 pyparsing.py:3370(__str__)
        6    0.000    0.000    0.001    0.000 getlimits.py:35(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:10(<module>)
      410    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        1    0.000    0.000    0.003    0.003 fromnumeric.py:1(<module>)
       28    0.000    0.000    0.000    0.000 typing.py:900(__init_subclass__)
        4    0.000    0.000    0.002    0.001 matmul_transform.py:14(cat_sparse_identity_matrix)
       26    0.000    0.000    0.002    0.000 traceback.py:200(extract_stack)
        1    0.000    0.000    0.001    0.001 typing.py:1(<module>)
       82    0.000    0.000    0.000    0.000 __init__.py:1873(make_alias)
       31    0.000    0.000    0.000    0.000 pathlib.py:63(parse_parts)
        2    0.000    0.000    0.000    0.000 inspect.py:325(getmembers)
       48    0.000    0.000    0.000    0.000 {built-in method unsqueeze}
   114/56    0.000    0.000    0.001    0.000 pyparsing.py:3970(<listcomp>)
       34    0.000    0.000    0.000    0.000 functools.py:525(decorating_function)
       17    0.000    0.000    0.001    0.000 deprecation.py:416(_make_keyword_only)
       68    0.000    0.000    0.000    0.000 pickletools.py:1124(__init__)
       66    0.000    0.000    0.001    0.000 pyparsing.py:2138(__add__)
        2    0.000    0.000    0.002    0.001 api.py:1(<module>)
       21    0.000    0.000    0.001    0.000 pyparsing.py:1518(setParseAction)
        1    0.000    0.000    0.009    0.009 mathtext.py:1(<module>)
       25    0.000    0.000    0.001    0.000 pyparsing.py:1283(_trim_arity)
      401    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
        1    0.000    0.000    0.008    0.008 quantization_mappings.py:1(<module>)
       63    0.000    0.000    0.001    0.000 colors.py:829(reversed)
        2    0.000    0.000    6.731    3.365 matmul_transform_2d.py:416(__call__)
     1021    0.000    0.000    0.000    0.000 inspect.py:2531(default)
        1    0.000    0.000    0.005    0.005 pyparsing.py:6398(pyparsing_common)
        1    0.000    0.000    0.000    0.000 __init__.py:747(<dictcomp>)
        1    0.000    0.000    0.004    0.004 multiarray.py:1(<module>)
       41    0.000    0.000    0.000    0.000 __init__.py:1392(__init__)
      734    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:774(create_module)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._dist_autograd_init}
        3    0.000    0.000    6.724    2.241 matmul_transform_2d.py:266(construct_boundary_s2d)
        3    0.000    0.000    0.001    0.000 dataclasses.py:807(_process_class)
      126    0.000    0.000    0.000    0.000 colors.py:704(__init__)
        1    0.000    0.000    0.000    0.000 pickletools.py:2224(assure_pickle_consistency)
        1    0.000    0.000    0.002    0.002 inspect.py:1(<module>)
       28    0.000    0.000    0.000    0.000 _typing.py:341(_dp_init_subclass)
       21    0.000    0.000    0.000    0.000 typing.py:878(__class_getitem__)
       34    0.000    0.000    0.000    0.000 os.py:670(__getitem__)
      329    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       39    0.000    0.000    0.000    0.000 contextlib.py:211(contextmanager)
        1    0.000    0.000    0.001    0.001 dviread.py:1(<module>)
       74    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
        1    0.000    0.000    0.000    0.000 _tensor_docs.py:1(<module>)
       35    0.000    0.000    0.000    0.000 enum.py:124(__prepare__)
      122    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       23    0.000    0.000    0.000    0.000 grad_mode.py:21(__call__)
      275    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
       24    0.000    0.000    0.001    0.000 conv_transform.py:21(create_tensor)
        1    0.000    0.000    0.001    0.001 _add_newdocs.py:1(<module>)
       41    0.000    0.000    0.000    0.000 deprecation.py:365(<genexpr>)
        1    0.000    0.000    0.001    0.001 numerictypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:917(<dictcomp>)
      466    0.000    0.000    0.000    0.000 deprecation.py:7(_deprecated)
        4    0.000    0.000    0.003    0.001 rnn.py:1(<module>)
       42    0.000    0.000    0.000    0.000 pyparsing.py:946(copy)
       37    0.000    0.000    0.000    0.000 pyparsing.py:3339(parseImpl)
       13    0.000    0.000    0.003    0.000 enum.py:439(_convert_)
        1    0.000    0.000    0.002    0.002 socket.py:4(<module>)
        6    0.000    0.000    0.000    0.000 numeric.py:2446(extend_all)
        1    0.000    0.000    0.001    0.001 subprocess.py:1550(_execute_child)
       49    0.000    0.000    0.000    0.000 pathlib.py:714(__str__)
      143    0.000    0.000    0.000    0.000 inspect.py:726(getmodule)
       12    0.000    0.000    0.000    0.000 datetime.py:488(__new__)
        5    0.000    0.000    0.001    0.000 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function.py:358(NestedIOFunction)
       29    0.000    0.000    0.001    0.000 _typing.py:260(__new__)
        1    0.000    0.000    0.000    0.000 rnn.py:433(GRU)
       15    0.000    0.000    0.000    0.000 typing.py:1185(get_type_hints)
       37    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
        3    0.000    0.000    0.001    0.000 random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _color_data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0x7fd67d0f1790}
       96    0.000    0.000    0.000    0.000 shape_base.py:349(_stack_dispatcher)
      308    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
       19    0.000    0.000    0.000    0.000 path.py:98(__init__)
        2    0.000    0.000    0.004    0.002 shape_base.py:1(<module>)
       27    0.000    0.000    0.001    0.000 linecache.py:82(updatecache)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
      114    0.000    0.000    0.001    0.000 linecache.py:15(getline)
       26    0.000    0.000    0.008    0.000 __init__.py:859(rc_params_from_file)
      309    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
      310    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
      307    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
        1    0.000    0.000    0.000    0.000 _layoutbox.py:46(LayoutBox)
        1    0.000    0.000    0.000    0.000 TiffTags.py:360(_populate)
      448    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 polar.py:776(PolarAxes)
       30    0.000    0.000    0.000    0.000 getlimits.py:41(<lambda>)
      113    0.000    0.000    0.000    0.000 _dill.py:536(_create_typemap)
        3    0.000    0.000    0.001    0.000 patches.py:1871(<listcomp>)
       21    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 mathtext.py:642(BakomaFonts)
       16    0.000    0.000    0.002    0.000 rcsetup.py:843(cycler)
      121    0.000    0.000    0.000    0.000 pyparsing.py:1628(preParse)
        1    0.000    0.000    0.003    0.003 font_manager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fusion.py:3(<module>)
        3    0.000    0.000    6.754    2.251 matmul_transform_2d.py:237(construct_boundary_a2d)
       65    0.000    0.000    0.000    0.000 inspect.py:2561(__str__)
        1    0.000    0.000    0.000    0.000 pathlib.py:1021(Path)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
      107    0.000    0.000    0.000    0.000 rcsetup.py:65(__call__)
      299    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
      145    0.000    0.000    0.000    0.000 deprecation.py:112(deprecated)
       55    0.000    0.000    0.000    0.000 inspect.py:2543(replace)
        1    0.000    0.000    0.017    0.017 request.py:1(<module>)
       14    0.000    0.000    0.000    0.000 __init__.py:2089(_warn_external)
       30    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
       83    0.000    0.000    0.000    0.000 pyparsing.py:2828(__init__)
        1    0.000    0.000    0.000    0.000 batchnorm.py:117(_BatchNorm)
       35    0.000    0.000    0.000    0.000 transforms.py:1251(__init_subclass__)
